news_id,store_id,city,state,published_date,headline,summary,event_type,demand_impact,source
NEWS-00120,USR-007,San Antonio,TX,2026-02-26,"BLACK HISTORY MONTH | 3 stores, 1 family. A legacy still echoing on San Antonio's east side - kens5.com","BLACK HISTORY MONTH | 3 stores, 1 family. A legacy still echoing on San Antonio's east side kens5.com",local_news,neutral,kens5.com
NEWS-00121,USR-007,San Antonio,TX,2026-03-13,"Saks Fifth Avenue to lay off 71 workers, closes San Antonio store after bankruptcy - San Antonio Report","Saks Fifth Avenue to lay off 71 workers, closes San Antonio store after bankruptcy San Antonio Report",local_news,neutral,San Antonio Report
NEWS-00122,USR-007,San Antonio,TX,2026-01-23,"H-E-B adjusts store hours, reassures customers of service in extreme winter weather - WOAI","H-E-B adjusts store hours, reassures customers of service in extreme winter weather WOAI",weather,negative,WOAI
NEWS-00123,USR-007,San Antonio,TX,2026-02-10,Longtime store to close at popular San Antonio shopping center - MySA,Longtime store to close at popular San Antonio shopping center MySA,local_news,neutral,MySA
NEWS-00124,USR-007,San Antonio,TX,2026-03-13,Saks laying off 71 employees as it closes San Antonio store - San Antonio Express-News,Saks laying off 71 employees as it closes San Antonio store San Antonio Express-News,local_news,neutral,San Antonio Express-News
NEWS-00125,USR-007,San Antonio,TX,2026-01-24,When is H-E-B open this weekend? Grocery chain adjusts hours for San Antonio-area stores amid winter storm - kens5.com,When is H-E-B open this weekend? Grocery chain adjusts hours for San Antonio-area stores amid winter storm kens5.com,weather,negative,kens5.com
NEWS-00126,USR-007,San Antonio,TX,2026-06-10,Major pizza chain has closed at least 40 locations in 2026: See the list so far - MLive.com,Major pizza chain has closed at least 40 locations in 2026: See the list so far MLive.com,local_news,neutral,MLive.com
NEWS-00127,USR-008,San Diego,CA,2026-04-01,CVS Health opens pharmacy-only locations as it rightsizes store footprint - Fierce Healthcare,CVS Health opens pharmacy-only locations as it rightsizes store footprint Fierce Healthcare,local_news,neutral,Fierce Healthcare
NEWS-00128,USR-008,San Diego,CA,2025-12-23,Store hours: What’s open and closed Christmas Eve and Christmas Day - San Diego Union-Tribune,Store hours: What’s open and closed Christmas Eve and Christmas Day San Diego Union-Tribune,local_news,neutral,San Diego Union-Tribune
NEWS-00129,USR-008,San Diego,CA,2025-11-20,"Thanksgiving, Black Friday, Cyber Monday Boycott: List of Stores Targeted - Newsweek","Thanksgiving, Black Friday, Cyber Monday Boycott: List of Stores Targeted Newsweek",local_news,neutral,Newsweek
NEWS-00130,USR-008,San Diego,CA,2021-11-18,CVS Closing Hundreds Of Stores: Will San Diego Locations Survive? - Patch,CVS Closing Hundreds Of Stores: Will San Diego Locations Survive? Patch,local_news,neutral,Patch
NEWS-00131,USR-008,San Diego,CA,2021-02-25,"CVS Pharmacies Adds Coronavirus Vaccines at 40 California Locations, Including in San Diego County - NBC 7 San Diego","CVS Pharmacies Adds Coronavirus Vaccines at 40 California Locations, Including in San Diego County NBC 7 San Diego",local_news,neutral,NBC 7 San Diego
NEWS-00132,USR-008,San Diego,CA,2025-06-06,CVS Is Closing 270 Stores This Year — Here's What to Know - Good Housekeeping,CVS Is Closing 270 Stores This Year — Here's What to Know Good Housekeeping,local_news,neutral,Good Housekeeping
NEWS-00133,USR-008,San Diego,CA,2026-06-19,"San Diego County sues grocery store sushi franchises, alleging worker exploitation - NBC 7 San Diego","San Diego County sues grocery store sushi franchises, alleging worker exploitation NBC 7 San Diego",local_news,neutral,NBC 7 San Diego
NEWS-00134,USR-008,San Diego,CA,2026-06-19,San Diego County files lawsuit alleging exploitation of grocery store sushi workers - fox5sandiego.com,San Diego County files lawsuit alleging exploitation of grocery store sushi workers fox5sandiego.com,local_news,neutral,fox5sandiego.com
NEWS-00135,USR-008,San Diego,CA,2026-06-11,2 more Trader Joe’s are opening in San Diego County - San Diego Union-Tribune,2 more Trader Joe’s are opening in San Diego County San Diego Union-Tribune,new_competitor,neutral,San Diego Union-Tribune
NEWS-00136,USR-008,San Diego,CA,2026-06-15,Report: Texas-based H-E-B eclipsed by California rival for best grocer in US - MySA,Report: Texas-based H-E-B eclipsed by California rival for best grocer in US MySA,local_news,neutral,MySA
NEWS-00137,USR-008,San Diego,CA,2026-04-28,"Grocery Outlet comes to PB, with grand opening giveaways, including gift cards - Times of San Diego","Grocery Outlet comes to PB, with grand opening giveaways, including gift cards Times of San Diego",new_competitor,neutral,Times of San Diego
NEWS-00138,USR-008,San Diego,CA,2026-01-15,A Rundown and Review of Local Markets for Ocean Beach - OB Rag,A Rundown and Review of Local Markets for Ocean Beach OB Rag,local_news,neutral,OB Rag
NEWS-00139,USR-008,San Diego,CA,2026-06-05,Apple to shutter store this month in struggling California mall in latest blow - New York Post,Apple to shutter store this month in struggling California mall in latest blow New York Post,local_news,neutral,New York Post
NEWS-00140,USR-008,San Diego,CA,2026-03-09,Grocery Outlet closing 9 stores in California - fox5sandiego.com,Grocery Outlet closing 9 stores in California fox5sandiego.com,local_news,neutral,fox5sandiego.com
NEWS-00141,USR-008,San Diego,CA,2026-04-17,Apple To Close San Diego-Area Store - Patch,Apple To Close San Diego-Area Store Patch,local_news,neutral,Patch
NEWS-00142,USR-008,San Diego,CA,2026-04-19,"Apple to close 3 retail stores in June, including 1 in SoCal - KTLA","Apple to close 3 retail stores in June, including 1 in SoCal KTLA",local_news,neutral,KTLA
NEWS-00143,USR-008,San Diego,CA,2026-06-01,"Fake SoCal store concealed the entrance to a massive secret drug tunnel, prosecutors say - Los Angeles Times","Fake SoCal store concealed the entrance to a massive secret drug tunnel, prosecutors say Los Angeles Times",local_news,neutral,Los Angeles Times
NEWS-00144,USR-008,San Diego,CA,2026-04-15,Apple is closing this California store in June - East Bay Times,Apple is closing this California store in June East Bay Times,local_news,neutral,East Bay Times
NEWS-00145,USR-009,Dallas,TX,2025-12-24,"Here's what stores are open, and which ones are closed, on Christmas - NBC 5 Dallas-Fort Worth","Here's what stores are open, and which ones are closed, on Christmas NBC 5 Dallas-Fort Worth",local_news,neutral,NBC 5 Dallas-Fort Worth
NEWS-00146,USR-009,Dallas,TX,2026-04-04,Which stores will be open or closed on Easter Sunday 2026? Here's the full list - WFAA,Which stores will be open or closed on Easter Sunday 2026? Here's the full list WFAA,local_news,neutral,WFAA
NEWS-00147,USR-009,Dallas,TX,2025-11-27,Dallas stores that are open on Thanksgiving day - FOX 4 News Dallas-Fort Worth,Dallas stores that are open on Thanksgiving day FOX 4 News Dallas-Fort Worth,local_news,neutral,FOX 4 News Dallas-Fort Worth
NEWS-00148,USR-009,Dallas,TX,2025-12-22,"What's open on Christmas Day? Starbucks, HEB, Kroger and other store hours - Houston Chronicle","What's open on Christmas Day? Starbucks, HEB, Kroger and other store hours Houston Chronicle",local_news,neutral,Houston Chronicle
NEWS-00149,USR-009,Dallas,TX,2026-02-27,"Hundreds face layoffs as national pharmacy chain downsizes, restructures - MassLive","Hundreds face layoffs as national pharmacy chain downsizes, restructures MassLive",local_news,neutral,MassLive
NEWS-00150,USR-009,Dallas,TX,2025-12-23,"North Texas grocery stores open on Christmas Eve and Christmas Day 2025: Hours for H-E-B, Kroger and more - WFAA","North Texas grocery stores open on Christmas Eve and Christmas Day 2025: Hours for H-E-B, Kroger and more WFAA",local_news,neutral,WFAA
NEWS-00151,USR-009,Dallas,TX,2026-06-17,H-E-B opens its first grocery store in Dallas County - NBC 5 Dallas-Fort Worth,H-E-B opens its first grocery store in Dallas County NBC 5 Dallas-Fort Worth,local_news,neutral,NBC 5 Dallas-Fort Worth
NEWS-00152,USR-009,Dallas,TX,2026-06-12,Southern Dallas loses a grocery store in Oak Cliff area with fewer options - Dallas News,Southern Dallas loses a grocery store in Oak Cliff area with fewer options Dallas News,local_news,neutral,Dallas News
NEWS-00153,USR-009,Dallas,TX,2026-06-17,H-E-B's first Dallas County grocery store makes grand debut in Irving - CultureMap Dallas,H-E-B's first Dallas County grocery store makes grand debut in Irving CultureMap Dallas,local_news,neutral,CultureMap Dallas
NEWS-00154,USR-009,Dallas,TX,2026-06-08,H-E-B rival expands North Texas empire with $5M store - MySA,H-E-B rival expands North Texas empire with $5M store MySA,local_news,neutral,MySA
NEWS-00155,USR-009,Dallas,TX,2026-03-06,Supermarket construction in Texas follows years of population gains - marketplace.org,Supermarket construction in Texas follows years of population gains marketplace.org,construction,negative,marketplace.org
NEWS-00156,USR-009,Dallas,TX,2025-12-22,Dallas grocery stores open on Christmas Eve and Christmas Day in 2025 - FOX 4 News Dallas-Fort Worth,Dallas grocery stores open on Christmas Eve and Christmas Day in 2025 FOX 4 News Dallas-Fort Worth,local_news,neutral,FOX 4 News Dallas-Fort Worth
NEWS-00157,USR-009,Dallas,TX,2026-03-18,The Nordstrom at Galleria Dallas – the first in Texas – set to close in May - KERA News,The Nordstrom at Galleria Dallas – the first in Texas – set to close in May KERA News,local_news,neutral,KERA News
NEWS-00158,USR-009,Dallas,TX,2026-06-03,"Downtown Dallas Neiman Marcus to close for good, after all - Retail Dive","Downtown Dallas Neiman Marcus to close for good, after all Retail Dive",local_news,neutral,Retail Dive
NEWS-00159,USR-009,Dallas,TX,2026-06-04,Luxury chain closes flagship store after 112 years - thestreet.com,Luxury chain closes flagship store after 112 years thestreet.com,local_news,neutral,thestreet.com
NEWS-00160,USR-009,Dallas,TX,2026-06-03,Neiman Marcus to Turn Out the Lights on 110-Year-Old Party - Town & Country Magazine,Neiman Marcus to Turn Out the Lights on 110-Year-Old Party Town & Country Magazine,local_news,neutral,Town & Country Magazine
NEWS-00161,USR-009,Dallas,TX,2026-03-27,"Albertsons to close two North Texas stores, cut 138 jobs, filings show - WFAA","Albertsons to close two North Texas stores, cut 138 jobs, filings show WFAA",local_news,neutral,WFAA
NEWS-00162,USR-010,Austin,TX,2026-04-22,Home Depot adds AI phone agents. How could it affect customer support? - Customer Experience Dive,Home Depot adds AI phone agents. How could it affect customer support? Customer Experience Dive,local_news,neutral,Customer Experience Dive
NEWS-00163,USR-010,Austin,TX,2026-03-05,Artist Robin Frohardt brings a cardboard world inspired by Home Depot to Austin - KUT,Artist Robin Frohardt brings a cardboard world inspired by Home Depot to Austin KUT,local_news,neutral,KUT
NEWS-00164,USR-010,Austin,TX,2026-04-23,"From Leander to San Marcos, here's what The Home Depot has planned for the metro - The Business Journals","From Leander to San Marcos, here's what The Home Depot has planned for the metro The Business Journals",local_news,neutral,The Business Journals
NEWS-00165,USR-010,Austin,TX,2026-04-22,Home Depot is opening its first store in San Marcos next year - San Antonio Express-News,Home Depot is opening its first store in San Marcos next year San Antonio Express-News,new_competitor,neutral,San Antonio Express-News
NEWS-00166,USR-010,Austin,TX,2026-04-01,Home Depot sets sights on AI with CTO appointment - CIO Dive,Home Depot sets sights on AI with CTO appointment CIO Dive,local_news,neutral,CIO Dive
NEWS-00167,USR-010,Austin,TX,2026-04-23,Home improvement giant eyes $13M investment in TX college town - MySA,Home improvement giant eyes $13M investment in TX college town MySA,local_news,neutral,MySA
NEWS-00168,USR-010,Austin,TX,2026-06-15,Report: Texas-based H-E-B eclipsed by California rival for best grocer in US - MySA,Report: Texas-based H-E-B eclipsed by California rival for best grocer in US MySA,local_news,neutral,MySA
NEWS-00169,USR-010,Austin,TX,2026-06-02,Repeat offender charged with breaking into downtown Austin grocery store - KEYE,Repeat offender charged with breaking into downtown Austin grocery store KEYE,local_news,neutral,KEYE
NEWS-00170,USR-010,Austin,TX,2026-06-01,Another repeat offender charged with breaking into downtown Austin grocery store - KXAN Austin,Another repeat offender charged with breaking into downtown Austin grocery store KXAN Austin,local_news,neutral,KXAN Austin
NEWS-00171,USR-010,Austin,TX,2026-05-07,Del Valle co-op pushes to open long-awaited grocery store this fall - Austin Current,Del Valle co-op pushes to open long-awaited grocery store this fall Austin Current,local_news,neutral,Austin Current
NEWS-00172,USR-010,Austin,TX,2026-05-22,H-E-B explains why it's closing one of its Austin grocery stores - Chron,H-E-B explains why it's closing one of its Austin grocery stores Chron,local_news,neutral,Chron
NEWS-00173,USR-010,Austin,TX,2026-05-28,This is how close American households are to the financial edge - NPR,This is how close American households are to the financial edge NPR,local_news,neutral,NPR
NEWS-00174,USR-010,Austin,TX,2026-05-21,H-E-B announces Austin store closure due to lease ending - FOX 7 Austin,H-E-B announces Austin store closure due to lease ending FOX 7 Austin,construction,negative,FOX 7 Austin
NEWS-00175,USR-010,Austin,TX,2026-05-20,H-E-B to close Spicewood Springs store off Research Boulevard as location's lease ends - KVUE,H-E-B to close Spicewood Springs store off Research Boulevard as location's lease ends KVUE,local_news,neutral,KVUE
NEWS-00176,USR-010,Austin,TX,2026-05-21,H-E-B stuns customers with plans to shutter a longtime Texas store - MySA,H-E-B stuns customers with plans to shutter a longtime Texas store MySA,local_news,neutral,MySA
NEWS-00177,USR-010,Austin,TX,2026-05-22,H-E-B to close Austin store in move that spotlights company’s evolution into real estate empire - The Real Deal,H-E-B to close Austin store in move that spotlights company’s evolution into real estate empire The Real Deal,local_news,neutral,The Real Deal
