sku_id,store_id,category,product_name,description,attributes,brand_type,in_stock,price_tier,unit_price,pack_size,aisle_zone,facings,weekly_units_sold,margin_pct,upc,vendor
SKU-USR-008-013,USR-008,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,3.82,24 ct,Aisle 4–12 — Center Store,3,53,0.188,474678295844,Regional Foods LLC
SKU-USR-008-014,USR-008,Health & Beauty,Prescription Generic Lisinopril 30ct,Pharmacy generic — high script volume.,value,national,True,value,4.2,1 gallon,Aisle 18–22 — HBC,3,63,0.234,208356716500,Regional Foods LLC
SKU-USR-008-015,USR-008,Health & Beauty,Beauty 360 Facial Tissues,Soft tissues — health & wellness aisle.,"private_label,value",private_label,True,value,10.71,12 oz,Aisle 18–22 — HBC,4,32,0.403,153738537134,CVS DC
SKU-USR-008-016,USR-008,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,22.82,32 oz,Aisle 4–12 — Center Store,1,23,0.115,585189660673,Regional Foods LLC
SKU-USR-008-017,USR-008,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,52.16,2 lb,Aisle 1 — Cooler Wall,1,16,0.124,789607468209,Global Consumer Goods
SKU-USR-009-001,USR-009,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,57.44,2 lb,Produce Section — Front Perimeter,5,24,0.153,499046654303,Global Consumer Goods
SKU-USR-009-002,USR-009,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,1.55,1 gallon,Aisle 1 — Cooler Wall,1,38,0.204,640947344001,Regional Foods LLC
SKU-USR-009-003,USR-009,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,9.1,8 oz,Aisle 2–3 — Cooler & Shelf,1,25,0.154,215106344257,Regional Foods LLC
SKU-USR-009-004,USR-009,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",regional,True,premium,62.69,32 oz,Aisle 4–12 — Center Store,3,20,0.11,925116911210,Regional Foods LLC
SKU-USR-009-005,USR-009,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,5.37,1 gallon,Aisle 4–12 — Center Store,3,45,0.116,176394677584,National Brands Co
SKU-USR-009-006,USR-009,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,69.35,4-pack,Aisle 1 — Cooler Wall,1,15,0.237,148011711368,National Brands Co
SKU-USR-009-007,USR-009,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,26.32,2 lb,Aisle 14 — Impulse / Endcap,1,21,0.148,841592772961,Regional Foods LLC
SKU-USR-009-008,USR-009,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,80.28,4-pack,Aisle 1 — Cooler Wall,5,18,0.154,928399988186,Global Consumer Goods
SKU-USR-009-009,USR-009,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,9.89,12 oz,Aisle 23–25 — Freezer Bank,3,41,0.217,232146792355,Regional Foods LLC
SKU-USR-009-010,USR-009,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,62.6,8 oz,Aisle 15–17 — Household,2,19,0.199,929125631929,Regional Foods LLC
SKU-USR-009-011,USR-009,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,False,premium,78.69,6-pack,Aisle 18–22 — HBC,4,15,0.165,421350476969,Global Consumer Goods
SKU-USR-009-012,USR-009,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,5.39,1 gallon,Aisle 23–25 — Freezer Bank,2,44,0.192,323061923064,National Brands Co
SKU-USR-009-013,USR-009,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,6.06,16 oz,Produce Section — Front Perimeter,4,49,0.242,210072758154,Regional Foods LLC
SKU-USR-009-014,USR-009,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,12.19,24 ct,Aisle 18–22 — HBC,3,48,0.221,465101345984,National Brands Co
SKU-USR-009-015,USR-009,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,regional,True,value,4.01,1 gallon,Aisle 14 — Impulse / Endcap,3,50,0.144,748805611756,Global Consumer Goods
SKU-USR-009-016,USR-009,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,6.84,1 gallon,Aisle 15–17 — Household,3,39,0.19,889085725682,Walgreens DC
SKU-USR-010-001,USR-010,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,62.24,8 oz,Aisle 23–25 — Freezer Bank,4,17,0.147,270287405619,Regional Foods LLC
SKU-USR-010-002,USR-010,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,11.64,12 oz,Aisle 18–22 — HBC,1,41,0.212,366476408272,Global Consumer Goods
SKU-USR-010-003,USR-010,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,2.93,16 oz,Aisle 15–17 — Household,5,47,0.313,354644686150,Home Depot DC
SKU-USR-010-004,USR-010,Household,Ridgid 18V Drill/Driver Kit,Power tools — pro and DIY segment.,premium,national,True,premium,20.27,4-pack,Aisle 15–17 — Household,5,29,0.161,752596843841,Regional Foods LLC
SKU-USR-010-005,USR-010,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,78.9,6-pack,Aisle 14 — Impulse / Endcap,4,14,0.171,636475158432,Regional Foods LLC
SKU-USR-010-006,USR-010,Household,HDX 5-Gallon Paint Bucket,Contractor-grade bucket — paint aisle.,"private_label,value",private_label,True,value,6.64,24 ct,Aisle 15–17 — Household,5,41,0.363,522905497240,Home Depot DC
SKU-USR-010-007,USR-010,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,10.91,1 lb,Aisle 23–25 — Freezer Bank,4,51,0.265,936836604367,National Brands Co
SKU-USR-010-008,USR-010,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,6.86,1 lb,Aisle 4–12 — Center Store,2,49,0.214,188283130283,National Brands Co
SKU-USR-010-009,USR-010,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",regional,True,premium,83.39,4-pack,Aisle 4–12 — Center Store,4,17,0.084,821897534676,Regional Foods LLC
SKU-USR-010-010,USR-010,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,15.72,6-pack,Aisle 2–3 — Cooler & Shelf,1,11,0.086,277646423750,National Brands Co
SKU-USR-010-011,USR-010,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",regional,True,premium,67.52,8 oz,Aisle 4–12 — Center Store,3,16,0.119,487214612835,Global Consumer Goods
SKU-USR-010-012,USR-010,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,31.46,2 lb,Produce Section — Front Perimeter,3,24,0.272,894960149575,Regional Foods LLC
SKU-USR-010-013,USR-010,Household,2x4 Stud Lumber 8ft,Framing lumber — building materials bay.,value,national,True,value,6.23,1 gallon,Aisle 15–17 — Household,4,42,0.212,731098150732,Global Consumer Goods
SKU-USR-010-014,USR-010,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,21.08,10 oz,Produce Section — Front Perimeter,1,21,0.232,551577249645,Regional Foods LLC
SKU-USR-010-015,USR-010,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,32.0,4-pack,Aisle 15–17 — Household,5,15,0.091,488192532115,Global Consumer Goods
SKU-USR-010-016,USR-010,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,False,value,9.46,24 ct,Aisle 2–3 — Cooler & Shelf,3,44,0.16,465492444483,Global Consumer Goods
SKU-USR-011-001,USR-011,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,14.67,8 oz,Aisle 1 — Cooler Wall,5,14,0.187,819642951894,Regional Foods LLC
SKU-USR-011-002,USR-011,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,regional,True,premium,88.47,6-pack,Aisle 2–3 — Cooler & Shelf,5,14,0.27,638016272332,Regional Foods LLC
SKU-USR-011-003,USR-011,Household,Allen + Roth Vanity Light,Private-label lighting — home décor.,"private_label,premium",private_label,True,premium,65.24,10 oz,Aisle 15–17 — Household,1,22,0.147,845439577216,Lowe's DC
SKU-USR-011-004,USR-011,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,False,value,11.49,16 oz,Aisle 14 — Impulse / Endcap,4,43,0.32,929495750111,Lowe's DC
SKU-USR-011-005,USR-011,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,87.4,10 oz,Aisle 23–25 — Freezer Bank,1,17,0.133,747538491114,Global Consumer Goods
SKU-USR-011-006,USR-011,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,regional,True,value,3.6,1 gallon,Aisle 4–12 — Center Store,1,46,0.156,224092752832,Global Consumer Goods
SKU-USR-011-007,USR-011,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,11.52,24 ct,Aisle 1 — Cooler Wall,3,48,0.207,626400792256,National Brands Co
SKU-USR-011-008,USR-011,Household,Kobalt 24V Cordless Mower,Private-label outdoor power — spring seasonal.,"private_label,premium",private_label,True,premium,21.31,10 oz,Aisle 15–17 — Household,1,19,0.327,377744223077,Lowe's DC
SKU-USR-011-009,USR-011,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,73.02,8 oz,Produce Section — Front Perimeter,5,13,0.21,631733543334,Regional Foods LLC
SKU-USR-011-010,USR-011,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,59.24,2 lb,Aisle 1 — Cooler Wall,4,15,0.08,604038213029,National Brands Co
SKU-USR-011-011,USR-011,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,12.83,1 gallon,Aisle 15–17 — Household,3,54,0.137,829063984827,Global Consumer Goods
SKU-USR-011-012,USR-011,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,12.33,12 oz,Aisle 14 — Impulse / Endcap,4,49,0.231,751816506528,Global Consumer Goods
SKU-USR-011-013,USR-011,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,17.26,8 oz,Aisle 14 — Impulse / Endcap,1,16,0.264,497432161996,Global Consumer Goods
SKU-USR-011-014,USR-011,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,9.28,10 oz,Aisle 15–17 — Household,5,11,0.23,875931179618,Global Consumer Goods
SKU-USR-011-015,USR-011,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,6.76,1 lb,Aisle 15–17 — Household,2,39,0.346,949603660108,Lowe's DC
SKU-USR-011-016,USR-011,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,26.4,8 oz,Aisle 18–22 — HBC,5,23,0.218,385468369649,National Brands Co
SKU-USR-012-001,USR-012,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,2.77,1 lb,Produce Section — Front Perimeter,2,46,0.127,809847521166,Global Consumer Goods
SKU-USR-012-002,USR-012,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,39.78,6-pack,Aisle 2–3 — Cooler & Shelf,1,16,0.198,409434265708,National Brands Co
SKU-USR-012-003,USR-012,Household,Geek Squad Protection 2-Year,Service plan attachment — high attach on CE.,premium,regional,True,premium,11.56,32 oz,Aisle 15–17 — Household,5,24,0.223,271233538159,National Brands Co
SKU-USR-012-004,USR-012,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,28.02,8 oz,Aisle 18–22 — HBC,5,14,0.137,711947648213,National Brands Co
SKU-USR-012-005,USR-012,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,False,premium,54.51,32 oz,Aisle 23–25 — Freezer Bank,1,18,0.266,686554131744,Global Consumer Goods
SKU-USR-012-006,USR-012,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,43.36,10 oz,Aisle 15–17 — Household,1,8,0.171,918717708136,Regional Foods LLC
SKU-USR-012-007,USR-012,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,70.22,10 oz,Aisle 1 — Cooler Wall,2,16,0.105,896824948102,National Brands Co
SKU-USR-012-008,USR-012,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,10.25,2-liter,Aisle 14 — Impulse / Endcap,3,50,0.232,247488270915,Best Buy DC
SKU-USR-012-009,USR-012,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,2.59,1 gallon,Aisle 23–25 — Freezer Bank,3,47,0.245,759069999477,Global Consumer Goods
SKU-USR-012-010,USR-012,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,12.78,2-liter,Aisle 2–3 — Cooler & Shelf,5,38,0.122,557726473800,Global Consumer Goods
SKU-USR-012-011,USR-012,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,46.96,6-pack,Aisle 18–22 — HBC,1,21,0.27,878411181412,National Brands Co
SKU-USR-012-012,USR-012,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,35.34,4-pack,Aisle 4–12 — Center Store,5,14,0.168,451688855999,Regional Foods LLC
SKU-USR-012-013,USR-012,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,regional,True,premium,28.9,10 oz,Aisle 14 — Impulse / Endcap,1,19,0.244,961701665414,Regional Foods LLC
SKU-USR-012-014,USR-012,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,11.41,4-pack,Aisle 1 — Cooler Wall,1,13,0.251,388100370766,Regional Foods LLC
SKU-USR-012-015,USR-012,Household,"Insignia 55"" 4K Fire TV",Private-label electronics — margin-friendly TV.,"private_label,premium",private_label,True,premium,22.26,32 oz,Aisle 15–17 — Household,4,16,0.226,693900700973,Best Buy DC
SKU-USR-013-001,USR-013,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,4.51,2-liter,Aisle 15–17 — Household,2,41,0.088,134570828521,Global Consumer Goods
SKU-USR-013-002,USR-013,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,75.27,4-pack,Aisle 1 — Cooler Wall,3,15,0.19,190300415969,Global Consumer Goods
SKU-USR-013-003,USR-013,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,2.65,1 lb,Aisle 23–25 — Freezer Bank,4,43,0.144,356213606798,Regional Foods LLC
SKU-USR-013-004,USR-013,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,regional,True,value,12.47,1 gallon,Aisle 4–12 — Center Store,3,46,0.277,946804306956,Global Consumer Goods
SKU-USR-013-005,USR-013,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,62.82,32 oz,Aisle 15–17 — Household,2,17,0.162,483001745015,Regional Foods LLC
SKU-USR-013-006,USR-013,Grocery,Clover Valley Cereal 12oz,Private-label breakfast — penny-profit driver.,"private_label,value",private_label,True,value,5.5,12 oz,Aisle 4–12 — Center Store,5,60,0.314,267447571736,Dollar General DC
SKU-USR-013-007,USR-013,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,36.76,2 lb,Aisle 2–3 — Cooler & Shelf,4,17,0.203,414693375315,National Brands Co
SKU-USR-013-008,USR-013,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,regional,True,premium,51.45,8 oz,Aisle 14 — Impulse / Endcap,3,19,0.252,750446644436,Global Consumer Goods
